4.7e-05,	-1.00004e+00,	8.13586e-01,	-9.99811e-01,	9.79920e-01
0.249903,	-1.00004e+00,	8.10303e-01,	-9.99812e-01,	9.75967e-01
0.499759,	-1.00004e+00,	8.06482e-01,	-9.99810e-01,	9.71990e-01
0.749615,	-1.00003e+00,	8.04277e-01,	-9.99808e-01,	9.68493e-01
1.000497,	-1.00003e+00,	8.00714e-01,	-9.99802e-01,	9.65208e-01
1.250347,	-1.00004e+00,	7.97504e-01,	-9.99800e-01,	9.61912e-01
1.500207,	-1.00004e+00,	7.94826e-01,	-9.99801e-01,	9.59120e-01
1.751087,	-1.00004e+00,	7.92087e-01,	-9.99805e-01,	9.56429e-01
2.000947,	-1.00003e+00,	7.89072e-01,	-9.99807e-01,	9.53909e-01
2.250797,	-1.00004e+00,	7.86989e-01,	-9.99809e-01,	9.51592e-01
2.500657,	-1.00004e+00,	7.84920e-01,	-9.99813e-01,	9.49016e-01
2.751537,	-1.00004e+00,	7.82406e-01,	-9.99809e-01,	9.46443e-01
3.001387,	-1.00004e+00,	7.80169e-01,	-9.99808e-01,	9.44223e-01
3.251247,	-1.00004e+00,	7.77795e-01,	-9.99804e-01,	9.42211e-01
3.501107,	-1.00004e+00,	7.74995e-01,	-9.99804e-01,	9.40026e-01
3.751987,	-1.00004e+00,	7.72942e-01,	-9.99810e-01,	9.37946e-01
4.001837,	-1.00003e+00,	7.70981e-01,	-9.99809e-01,	9.35856e-01
4.251697,	-1.00003e+00,	7.68404e-01,	-9.99808e-01,	9.33898e-01
4.502577,	-1.00003e+00,	7.67469e-01,	-9.99812e-01,	9.31995e-01
4.752427,	-1.00003e+00,	7.65637e-01,	-9.99817e-01,	9.30211e-01
5.002287,	-1.00003e+00,	7.63789e-01,	-9.99812e-01,	9.28383e-01
5.252147,	-1.00003e+00,	7.61996e-01,	-9.99808e-01,	9.26511e-01
5.503027,	-1.00003e+00,	7.59911e-01,	-9.99810e-01,	9.24854e-01
5.752877,	-1.00003e+00,	7.57896e-01,	-9.99808e-01,	9.23110e-01
6.002737,	-1.00003e+00,	7.56226e-01,	-9.99803e-01,	9.21555e-01
6.253617,	-1.00003e+00,	7.54472e-01,	-9.99804e-01,	9.19948e-01
