4.9e-05,	-7.18832e-05,	-5.00003e+00,	-1.37329e-04,	-4.99988e+00
0.249905,	-8.07047e-05,	-5.00003e+00,	-1.43170e-04,	-4.99989e+00
0.499761,	-7.70092e-05,	-5.00002e+00,	-1.26839e-04,	-4.99990e+00
0.749617,	-7.59363e-05,	-5.00002e+00,	-1.31607e-04,	-4.99989e+00
1.000499,	-8.61883e-05,	-5.00002e+00,	-1.25170e-04,	-4.99990e+00
1.250349,	-7.83205e-05,	-5.00002e+00,	-1.22428e-04,	-4.99990e+00
1.500209,	-8.77380e-05,	-5.00001e+00,	-1.21832e-04,	-4.99989e+00
1.750069,	-8.32081e-05,	-5.00002e+00,	-1.28746e-04,	-4.99989e+00
2.000949,	-7.77245e-05,	-5.00002e+00,	-1.27196e-04,	-4.99989e+00
2.250799,	-8.33273e-05,	-5.00002e+00,	-1.27435e-04,	-4.99988e+00
2.500659,	-8.27312e-05,	-5.00003e+00,	-1.33038e-04,	-4.99989e+00
2.751539,	-9.75132e-05,	-5.00002e+00,	-1.24335e-04,	-4.99988e+00
3.001389,	-8.61883e-05,	-5.00001e+00,	-1.18494e-04,	-4.99988e+00
3.251249,	-9.42945e-05,	-5.00001e+00,	-1.26362e-04,	-4.99988e+00
3.501109,	-1.03474e-04,	-5.00001e+00,	-1.31130e-04,	-4.99988e+00
3.751989,	-1.00374e-04,	-5.00001e+00,	-1.25766e-04,	-4.99989e+00
4.001839,	-9.96590e-05,	-5.00001e+00,	-1.31845e-04,	-4.99989e+00
4.251699,	-9.40561e-05,	-5.00001e+00,	-1.32561e-04,	-4.99989e+00
4.501549,	-7.89165e-05,	-5.00001e+00,	-1.28150e-04,	-4.99989e+00
4.752429,	-8.59499e-05,	-5.00002e+00,	-1.23262e-04,	-4.99989e+00
5.002289,	-8.26120e-05,	-5.00002e+00,	-1.29700e-04,	-4.99990e+00
5.252149,	-7.43866e-05,	-5.00002e+00,	-1.26243e-04,	-4.99990e+00
5.501999,	-7.51019e-05,	-5.00002e+00,	-1.16706e-04,	-4.99990e+00
5.752879,	-6.48499e-05,	-5.00002e+00,	-1.29104e-04,	-4.99989e+00
