5e-05,	-2.00009e-02,	2.46407e+00,	-1.99955e-02,	2.69291e+00
0.249906,	-2.00009e-02,	2.46092e+00,	-1.99954e-02,	2.68870e+00
0.499762,	-2.00010e-02,	2.45800e+00,	-1.99955e-02,	2.68479e+00
0.749618,	-2.00010e-02,	2.45529e+00,	-1.99956e-02,	2.68114e+00
1.0005,	-2.00009e-02,	2.45274e+00,	-1.99956e-02,	2.67771e+00
1.25035,	-2.00008e-02,	2.45035e+00,	-1.99957e-02,	2.67446e+00
1.50021,	-2.00009e-02,	2.44809e+00,	-1.99956e-02,	2.67138e+00
1.75109,	-2.00009e-02,	2.44596e+00,	-1.99955e-02,	2.66845e+00
2.00095,	-2.00008e-02,	2.44394e+00,	-1.99954e-02,	2.66565e+00
2.2508,	-2.00009e-02,	2.44203e+00,	-1.99952e-02,	2.66297e+00
2.50066,	-2.00009e-02,	2.44022e+00,	-1.99953e-02,	2.66039e+00
2.75154,	-2.00010e-02,	2.43850e+00,	-1.99953e-02,	2.65791e+00
3.00139,	-2.00010e-02,	2.43687e+00,	-1.99955e-02,	2.65551e+00
3.25125,	-2.00011e-02,	2.43533e+00,	-1.99955e-02,	2.65320e+00
3.50111,	-2.00012e-02,	2.43387e+00,	-1.99955e-02,	2.65095e+00
3.75199,	-2.00012e-02,	2.43249e+00,	-1.99955e-02,	2.64878e+00
4.00184,	-2.00010e-02,	2.43119e+00,	-1.99954e-02,	2.64667e+00
4.2517,	-2.00010e-02,	2.42996e+00,	-1.99954e-02,	2.64463e+00
4.50258,	-2.00010e-02,	2.42880e+00,	-1.99955e-02,	2.64263e+00
4.75243,	-2.00009e-02,	2.42772e+00,	-1.99954e-02,	2.64069e+00
5.00229,	-2.00009e-02,	2.42671e+00,	-1.99955e-02,	2.63880e+00
5.25215,	-2.00010e-02,	2.42576e+00,	-1.99957e-02,	2.63695e+00
5.50303,	-2.00010e-02,	2.42488e+00,	-1.99959e-02,	2.63515e+00
5.75288,	-2.00011e-02,	2.42406e+00,	-1.99957e-02,	2.63339e+00
6.00274,	-2.00011e-02,	2.42330e+00,	-1.99957e-02,	2.63167e+00
6.25362,	-2.00011e-02,	2.42259e+00,	-1.99956e-02,	2.62998e+00
6.50347,	-2.00010e-02,	2.42194e+00,	-1.99955e-02,	2.62833e+00
6.75333,	-2.00012e-02,	2.42133e+00,	-1.99954e-02,	2.62672e+00
7.00319,	-2.00011e-02,	2.42077e+00,	-1.99954e-02,	2.62513e+00
7.25407,	-2.00011e-02,	2.42024e+00,	-1.99956e-02,	2.62358e+00
7.50392,	-2.00011e-02,	2.41974e+00,	-1.99955e-02,	2.62206e+00
7.75378,	-2.00011e-02,	2.41928e+00,	-1.99957e-02,	2.62056e+00
8.00363,	-2.00011e-02,	2.41884e+00,	-1.99956e-02,	2.61909e+00
8.25451,	-2.00011e-02,	2.41843e+00,	-1.99956e-02,	2.61765e+00
8.50437,	-2.00011e-02,	2.41802e+00,	-1.99957e-02,	2.61623e+00
8.75423,	-2.00010e-02,	2.41763e+00,	-1.99958e-02,	2.61483e+00
