1,2,3,4,5,6,7,8,9,10,11,12
4458.75,4182.25,3942,4125.25,3778.5,3818.25,3993.75,3958.25,4191.5,4223,3879.5,4070
3272.929242070342,2510.502895245024,2641.402151862486,2900.582773181911,2818.307074003784,2480.006130160588,2779.470946719855,2836.580977641183,2887.194274883796,2954.413365535509,2707.130650158898,2980.894261574104
