4.8e-05,	-1.00006e-02,	2.98855e+00,	-9.99938e-03,	2.96726e+00
0.249904,	-1.00005e-02,	2.98580e+00,	-9.99936e-03,	2.96385e+00
0.49976,	-1.00005e-02,	2.98319e+00,	-9.99939e-03,	2.96065e+00
0.749616,	-1.00005e-02,	2.98072e+00,	-9.99942e-03,	2.95762e+00
1.000498,	-1.00005e-02,	2.97835e+00,	-9.99940e-03,	2.95474e+00
1.250348,	-1.00004e-02,	2.97608e+00,	-9.99940e-03,	2.95199e+00
1.500208,	-1.00004e-02,	2.97391e+00,	-9.99947e-03,	2.94937e+00
1.751088,	-1.00005e-02,	2.97182e+00,	-9.99943e-03,	2.94686e+00
2.000948,	-1.00005e-02,	2.96980e+00,	-9.99937e-03,	2.94445e+00
2.250798,	-1.00005e-02,	2.96786e+00,	-9.99939e-03,	2.94213e+00
2.500658,	-1.00006e-02,	2.96599e+00,	-9.99939e-03,	2.93989e+00
2.751538,	-1.00006e-02,	2.96417e+00,	-9.99940e-03,	2.93773e+00
3.001388,	-1.00006e-02,	2.96241e+00,	-9.99941e-03,	2.93564e+00
3.251248,	-1.00005e-02,	2.96071e+00,	-9.99937e-03,	2.93363e+00
3.501108,	-1.00005e-02,	2.95904e+00,	-9.99936e-03,	2.93167e+00
3.751988,	-1.00005e-02,	2.95744e+00,	-9.99937e-03,	2.92977e+00
4.001838,	-1.00004e-02,	2.95587e+00,	-9.99940e-03,	2.92792e+00
4.251698,	-1.00005e-02,	2.95434e+00,	-9.99941e-03,	2.92613e+00
4.502578,	-1.00004e-02,	2.95285e+00,	-9.99940e-03,	2.92438e+00
4.752428,	-1.00005e-02,	2.95140e+00,	-9.99944e-03,	2.92268e+00
5.002288,	-1.00004e-02,	2.94999e+00,	-9.99942e-03,	2.92102e+00
5.252148,	-1.00004e-02,	2.94860e+00,	-9.99945e-03,	2.91941e+00
5.503028,	-1.00005e-02,	2.94725e+00,	-9.99946e-03,	2.91782e+00
5.752878,	-1.00005e-02,	2.94593e+00,	-9.99946e-03,	2.91628e+00
6.002738,	-1.00005e-02,	2.94463e+00,	-9.99943e-03,	2.91478e+00
6.253618,	-1.00005e-02,	2.94337e+00,	-9.99941e-03,	2.91330e+00
6.503468,	-1.00005e-02,	2.94213e+00,	-9.99941e-03,	2.91186e+00
6.753328,	-1.00006e-02,	2.94091e+00,	-9.99944e-03,	2.91045e+00
7.003188,	-1.00005e-02,	2.93972e+00,	-9.99945e-03,	2.90907e+00
7.254068,	-1.00005e-02,	2.93855e+00,	-9.99945e-03,	2.90772e+00
7.503918,	-1.00005e-02,	2.93741e+00,	-9.99946e-03,	2.90639e+00
7.753778,	-1.00005e-02,	2.93628e+00,	-9.99943e-03,	2.90509e+00
8.003628,	-1.00005e-02,	2.93518e+00,	-9.99941e-03,	2.90383e+00
8.254508,	-1.00005e-02,	2.93410e+00,	-9.99938e-03,	2.90258e+00
8.504368,	-1.00005e-02,	2.93304e+00,	-9.99937e-03,	2.90136e+00
8.754228,	-1.00006e-02,	2.93200e+00,	-9.99938e-03,	2.90016e+00
9.005108,	-1.00006e-02,	2.93097e+00,	-9.99937e-03,	2.89898e+00
9.254958,	-1.00006e-02,	2.92997e+00,	-9.99936e-03,	2.89782e+00
9.504818,	-1.00006e-02,	2.92898e+00,	-9.99938e-03,	2.89668e+00
9.754668,	-1.00006e-02,	2.92801e+00,	-9.99940e-03,	2.89557e+00
10.025,	-1.00006e-02,	2.92698e+00,	-9.99939e-03,	2.89438e+00
10.274856,	-1.00006e-02,	2.92603e+00,	-9.99942e-03,	2.89330e+00
10.524712,	-1.00006e-02,	2.92510e+00,	-9.99941e-03,	2.89224e+00
10.774568,	-1.00006e-02,	2.92419e+00,	-9.99947e-03,	2.89119e+00
11.02545,	-1.00006e-02,	2.92329e+00,	-9.99943e-03,	2.89017e+00
11.2753,	-1.00006e-02,	2.92240e+00,	-9.99939e-03,	2.88915e+00
11.52516,	-1.00006e-02,	2.92152e+00,	-9.99941e-03,	2.88815e+00
11.77502,	-1.00007e-02,	2.92066e+00,	-9.99946e-03,	2.88717e+00
12.0259,	-1.00007e-02,	2.91981e+00,	-9.99943e-03,	2.88620e+00
12.27575,	-1.00007e-02,	2.91897e+00,	-9.99943e-03,	2.88524e+00
12.52561,	-1.00007e-02,	2.91814e+00,	-9.99940e-03,	2.88429e+00
12.77649,	-1.00007e-02,	2.91732e+00,	-9.99945e-03,	2.88336e+00
13.02634,	-1.00006e-02,	2.91652e+00,	-9.99945e-03,	2.88244e+00
13.2762,	-1.00006e-02,	2.91572e+00,	-9.99948e-03,	2.88155e+00
13.52606,	-1.00006e-02,	2.91493e+00,	-9.99948e-03,	2.88065e+00
13.77694,	-1.00007e-02,	2.91416e+00,	-9.99944e-03,	2.87977e+00
14.02679,	-1.00006e-02,	2.91340e+00,	-9.99949e-03,	2.87891e+00
14.27665,	-1.00006e-02,	2.91264e+00,	-9.99946e-03,	2.87805e+00
14.52753,	-1.00006e-02,	2.91190e+00,	-9.99944e-03,	2.87721e+00
